"homework","student_id","points","correct","feedback","justification"
"du02_1","2736","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2743","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2760","3.5","false","Koeficienty jste odvodil(a) správně, ale v závěrečné matici je u prvku vpravo nahoře chybné znaménko. Matice skalárního součinu musí být symetrická, tedy oba mimodiagonální prvky mají být −23.","The coefficients are derived correctly, but the displayed final matrix has the wrong sign in its upper-right entry."
"du02_1","2764","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2771","3.5","false","Postup je správný, jen výsledný koeficient u x₁y₁ je chybně 55. Po sečtení 49 a 4 má vyjít 53.","The method is correct, but the leading coefficient is miscomputed as 55 instead of 53."
"du02_1","2815","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2826","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2847","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2857","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2858","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2860","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2862","3","false","Přechod do báze B i součin souřadnic jsou správně. Chybí ale dokončit roznásobení a sečtení stejných členů do explicitního předpisu v proměnných x₁, x₂, y₁, y₂.","The coordinate transformation is correct, but the answer is left as an unexpanded product instead of giving the requested explicit formula in x1, x2, y1, y2."
"du02_1","2865","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2867","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2868","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2869","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2871","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2876","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2877","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2878","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2886","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2887","3","false","Správně jste našel/našla souřadnice obou vektorů v bázi B. Výsledek je však ponechán jako součin závorek; doplňte explicitní předpis po roznásobení v původních souřadnicích.","The correct coordinate-product expression is obtained, but it is not expanded into the requested formula in the original coordinates."
"du02_1","2888","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2899","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2900","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2903","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2917","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2918","3.5","false","Matice skalárního součinu je správná. V posledním rozpisu je však jeden smíšený člen přepsán jako x₂y₂ místo x₂y₁; sjednoťte závěrečný předpis se správně vypočtenou maticí.","The matrix and derivation are correct, but one mixed term is transcribed as x2y2 instead of x2y1 in the final formula."
"du02_1","2922","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2932","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2937","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2940","3.5","false","Na předchozím řádku máte rozvoj správně. V závěrečném předpisu je ale první člen přepsán jako x₁x₂ místo x₁y₁; opravte tuto přepisovou chybu.","The expansion is correct on the preceding line, but the final answer transcribes the leading monomial as x1x2 rather than x1y1."
"du02_1","2956","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2978","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2980","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2984","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","2988","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3001","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3002","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3009","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3036","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3039","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3041","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3045","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3056","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3057","3.5","false","Přechod do báze B je správný. V posledním řádku je ale druhá souřadnice vektoru y přepsána s chybným znaménkem: má být −2y₁+y₂, ne −2y₁−y₂.","The coordinate change is correct, but the second factor is finally written as -2y1-y2 instead of -2y1+y2."
"du02_1","3060","3","false","Numerický předpis vychází správně, ale druhý argument skalárního součinu je v řešení označen jinak než zadaný vektor y. Upravte značení tak, aby bylo jednoznačné, které složky patří prvnímu a které druhému vektoru.","The numerical formula is correct, but the second input vector is consistently denoted by a different symbol than the requested y-vector, leaving the final statement notationally ambiguous."
"du02_1","3062","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3071","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3072","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3075","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3076","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3077","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3089","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3102","3","false","Správně jste určil(a) matici skalárního součinu. Chybí však z ní rozepsat výsledný předpis pro obecné vektory (x₁,x₂)ᵀ a (y₁,y₂)ᵀ.","The correct Gram matrix is found, but the requested scalar-product formula is not written out in x1, x2, y1, y2."
"du02_1","3111","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3116","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3121","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3128","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3131","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3142","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3149","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3164","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3166","3","false","Maticový zápis je správný. Pro úplnou odpověď ještě vynásobte xᵀAy a uveďte výsledný předpis přímo pomocí x₁, x₂, y₁, y₂.","The correct matrix form is given, but the explicit scalar-product formula in the listed coordinates is not completed."
"du02_1","3167","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3168","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3174","3","false","Výpočet přechodu báze i výsledná matice jsou správné. Řešení ale končí maticovým zápisem; doplňte explicitní rozvoj skalárního součinu v zadaných souřadnicích.","The change-of-basis calculation is correct, but the answer stops at matrix form and does not provide the requested expanded formula."
"du02_1","3179","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3188","3.5","false","Postup i první tři členy jsou správné. V posledním členu má být 10x₂y₂, nikoli 10x₁y₁; opravte závěrečný přepis.","The method is correct, but the last term in the final expression is written with x1y1 rather than x2y2."
"du02_1","3194","3","false","Souřadnice v ortonormální bázi i jejich standardní součin jsou správné. Chybí pouze roznásobit závorky a zapsat konečný předpis v proměnných ze zadání.","The correct dot product of B-coordinates is obtained, but it is left unexpanded rather than stated as the requested formula."
"du02_1","3196","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3204","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3205","3.5","false","Výsledná matice je správná. V rozepsaném předpisu je však první člen uveden jako 53x₁y₂; podle matice má být 53x₁y₁.","The matrix is correct, but the leading term of the expanded formula uses y2 instead of y1."
"du02_1","3209","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3213","3","false","Matici skalárního součinu jste našel/našla správně. Doplňte ještě požadovaný předpis pro dvojici obecných vektorů roznásobením xᵀAy.","The correct matrix representation is reached, but no explicit expanded formula in the original coordinates is supplied."
"du02_1","3218","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3219","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3221","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
"du02_1","3223","4","true","Řešení je správné a úplné. Správně využíváte ortonormalitu báze B, určujete souřadnice obou vektorů v této bázi a dostáváte výsledný předpis 53x₁y₁ − 23x₁y₂ − 23x₂y₁ + 10x₂y₂.","The solution correctly expresses both vectors in the orthonormal basis B and obtains the scalar product 53x1y1 - 23x1y2 - 23x2y1 + 10x2y2, with a sound derivation."
